1474979717,0,0
1474979719,1256,285
1474979721,4,1
1474979723,1257,286
1474979725,5,1
1474979727,1476,326
1474979729,448,35
1474979731,2025,360
1474979733,1040,68
1474979735,2271,379
1474979737,1548,107
1474979739,2886,426
1474979741,1746,136
1474979743,3658,488
1474979745,1936,149
1474979747,3885,503
1474979749,2156,179
1474979751,4126,536
1474979753,2360,209
1474979755,4329,565
1474979757,3929,281
1474979759,4647,602
1474979761,4158,313
1474979763,4927,634
1474979765,4368,344
1474979767,5144,666
1474979769,4705,382
1474979771,5368,697
1474979773,5014,416
1474979775,5611,729
1474979777,5320,452
1474979779,6051,765
1474979781,5663,487
1474979783,6433,800
1474979785,7491,581
1474979787,6668,836
1474979789,7718,613
1474979791,6867,866
1474979793,7931,645
1474979795,7074,897
1474979797,8137,676
1474979799,7299,930
1474979801,8363,711
1474979803,7524,964
1474979805,8554,740
1474979807,7854,998
1474979809,8925,772
1474979811,8263,1028
1474979813,9279,801
1474979815,8673,1062
1474979817,9706,832
1474979819,9687,1122
1474979821,10003,845
1474979823,9912,1136
1474979825,10203,859
1474979827,10114,1150
1474979829,10411,874
1474979831,10311,1164
1474979833,10644,889
1474979835,10532,1179
1474979837,10827,902
1474979840,10751,1202
1474979842,11184,935
1474979844,11186,1232
1474979846,11725,972
1474979848,11685,1262
1474979850,12216,1004
1474979852,12412,1313
1474979854,12458,1017
1474979856,12619,1327
1474979858,12653,1031
1474979860,12854,1343
1474979862,12864,1046
1474979864,13058,1358
1474979866,13090,1062
1474979868,13258,1372
1474979870,13313,1077
1474979872,13545,1387
1474979874,13852,1091
1474979876,14068,1400
1474979878,14514,1122
1474979880,14682,1440
1474979882,14757,1136
1474979884,14910,1455
1474979886,14971,1151
1474979888,15097,1469
1474979890,15172,1165
1474979892,15321,1486
1474979894,15360,1178
1474979896,15525,1500
1474979898,15567,1192
1474979900,15853,1515
1474979902,16159,1206
1474979904,16459,1529
1474979906,17040,1244
1474979908,16691,1544
1474979910,17244,1256
1474979912,16917,1560
1474979914,17428,1270
1474979916,17124,1575
1474979918,17653,1286
1474979920,17331,1590
1474979922,17841,1300
1474979924,17562,1605
1474979926,18051,1314
1474979928,18317,1621
1474979930,18717,1328
1474979932,18991,1654
1474979934,18956,1342
1474979936,19207,1668
1474979938,19175,1359
1474979940,19406,1682
1474979942,19359,1373
1474979944,19580,1695
1474979946,19577,1388
1474979948,19790,1710
1474979950,19764,1401
1474979952,20023,1725
1474979954,20488,1415
1474979956,20975,1763
1474979958,20946,1428
1474979960,21170,1777
1474979962,21116,1440
1474979964,21355,1790
1474979966,21322,1455
1474979968,21545,1805
1474979970,21525,1469
1474979972,21751,1819
1474979974,21739,1483
1474979976,21982,1833
1474979978,22214,1497
1474979980,22757,1847
1474979982,23074,1532
1474979984,22982,1861
1474979986,23287,1546
1474979988,23211,1877
1474979990,23508,1561
1474979992,23396,1889
1474979994,23700,1573
1474979996,23606,1903
1474979998,23904,1587
1474980000,23834,1917
1474980002,24209,1602
1474980004,24701,1930
1474980006,25120,1634
1474980008,24912,1943
1474980010,25358,1650
1474980012,25097,1957
1474980014,25570,1665
1474980016,25316,1972
1474980018,25760,1678
1474980020,25548,1987
1474980022,26003,1694
1474980024,25767,2001
1474980026,26172,1705
1474980028,26558,2014
1474980030,27188,1736
1474980032,26786,2027
1474980034,27396,1750
1474980036,27014,2044
1474980038,27599,1764
1474980040,27211,2058
1474980042,27823,1779
1474980044,27424,2072
1474980046,28020,1793
1474980048,27612,2085
1474980050,28227,1807
1474980052,28527,2101
1474980054,29159,1838
1474980056,28764,2116
1474980058,29374,1852
1474980060,28969,2131
1474980062,29612,1869
1474980064,29176,2145
1474980066,29800,1882
1474980068,29392,2160
1474980070,30009,1896
1474980072,29594,2174
1474980074,30237,1911
1474980076,31141,2207
1474980078,30420,1922
1474980080,31331,2220
1474980082,30624,1937
1474980084,31531,2234
1474980086,30841,1952
1474980088,31745,2249
1474980090,31037,1966
1474980092,31948,2262
1474980094,31264,1980
1474980096,32167,2277
1474980098,32577,2014
1474980100,32640,2289
1474980102,32764,2027
1474980104,32812,2302
1474980106,32960,2041
1474980108,33031,2317
1474980110,33159,2054
1474980112,33231,2330
1474980114,33381,2068
1474980116,33424,2343
1474980118,33591,2082
1474980120,33974,2359
1474980122,34853,2112
1474980124,34184,2373
1474980126,35060,2127
1474980128,34391,2389
1474980130,35266,2141
1474980132,34612,2403
1474980134,35463,2154
1474980136,34823,2418
1474980138,35694,2170
1474980140,35026,2430
1474980142,35881,2182
1474980144,36598,2459
1474980146,36111,2197
1474980148,36780,2472
1474980150,36335,2212
1474980152,37006,2487
1474980154,36549,2227
1474980156,37194,2500
1474980158,36755,2240
1474980160,37405,2514
1474980162,36983,2255
1474980164,37629,2528
1474980166,38538,2286
1474980168,37837,2541
1474980170,38730,2299
1474980172,38058,2557
1474980174,38931,2313
1474980176,38261,2570
1474980178,39144,2328
1474980180,38470,2585
1474980182,39353,2342
1474980184,38687,2599
1474980186,39589,2358
1474980188,40235,2630
1474980190,39781,2370
1474980192,40422,2643
1474980194,39978,2385
1474980196,40648,2658
1474980198,40162,2398
1474980200,40886,2674
1474980202,40376,2413
1474980204,41087,2688
1474980206,40574,2426
1474980208,41312,2703
1474980210,41904,2462
1474980212,41761,2715
1474980214,42126,2477
1474980216,41989,2731
1474980218,42324,2491
1474980220,42192,2745
1474980222,42533,2506
1474980224,42406,2760
1474980226,42734,2519
1474980228,42601,2774
1474980230,42977,2535
1474980233,43787,2788
1474980235,43582,2568
1474980237,43972,2801
1474980239,43766,2581
1474980241,44167,2815
1474980243,43949,2594
1474980245,44394,2831
1474980247,44152,2608
1474980249,44603,2847
1474980251,44352,2621
1474980253,44821,2862
1474980255,45223,2637
1474980257,45633,2892
1474980259,45448,2653
1474980261,45853,2909
1474980263,45651,2668
1474980265,46057,2923
1474980267,45861,2683
1474980269,46265,2938
1474980271,46083,2699
1474980273,46475,2952
1474980275,46309,2714
1474980277,46743,2967
1474980279,47756,2745
1474980281,46922,2979
1474980283,47947,2759
1474980285,47141,2995
1474980287,48150,2773
1474980289,47331,3009
1474980291,48375,2789
1474980293,47530,3023
1474980295,48599,2804
1474980297,47751,3038
1474980299,48791,2818
1474980301,49318,3076
1474980303,48988,2830
1474980305,49521,3090
1474980307,49197,2845
1474980309,49725,3105
1474980311,49419,2861
1474980313,49930,3120
1474980315,49660,2877
1474980317,50148,3135
1474980319,49889,2893
1474980321,50376,3150
1474980323,51162,2928
1474980325,50826,3163
1474980327,51366,2944
1474980329,50990,3175
